Route,Airline,Plane,Stops
YYT?YCR,CZ,A333,0
YYT?ETS,GL,E190,0
YYT?SRG,Y4,B777,0
YYT?SJY,QK,B735,0
YYT?LHK,9S,DH8,0
YYT?RAB,LH,A332,0
YYU?MPW,FX,SA-227,0
YYU?CID,4O,B764,0
YYU?CCA,UA,DH8,0
YYU?GCJ?TIE,XE,B736,1
YYU?FMN,9S,MD-11,0
YYU?MSP,EV,MD-11,0
YYU?SHO,K4,787,0
YYU?IZT,MU,PA-31,0
YYU?PGZ,YV,C-99,0
YYU?JQA,YV,B763,0
YYW?BPL,AI,DH8,0
YYW?RSU,CV,A321,0
YYW?PAJ,BF,M90,0
YYW?BVH?HDR,MX,B734,1
YYY?AAL,QX,MD11,0
YYY?KEV,AC,A300,0
YYY?LEC,AS,DC-8,0
YYY?PRP,BF,A332,0
YYY?LOL,MX,B739,0
YYY?CNI,SY,B752,0
YYY?FOM,EV,E175,0
YYY?YVC,AM,764,0
YYZ?OSM,AA,PA-31,0
YYZ?TUK?STR,TA,B789,1
YYZ?YOA,NZ,E170,0
YYZ?UGN,MT,B742,0
YYZ?JSI,HX,DH8,0
YYZ?ZTB,CV,764,0
YYZ?BEO,OO,DC10,0
YYZ?LHR,VS,764,0
YZD?KSL,TK,MD90,0
YZD?MXT,4O,E175,0
YZD?FLD,K4,B788,0
YZD?WPB?MKQ,CX,MD90,1
YZD?YLC,OZ,DC-10,0
YZE?PSR,KR,B788,0
YZE?MKQ,US,MD-87,0
YZE?FIG,MT,A343,0
YZE?AGA,JL,B737,0
YZE?BWI,MU,MD11,0
YZE?AVB,US,C-99,0
YZE?TGM,PR,B712,0
YZE?OVG,GB,MD83,0
YZE?LOZ?IKL?BED,ER,B734,2
YZE?CTS,EK,CRJ7,0
YZE?HEH,FJ,A333,0
YZF?KSO,A8,MD83,0
YZF?BIB,UA,717,0
YZF?GBG,SE,A310,0
YZF?PIT,KZ,B742,0
YZH?LEK,NK,B735,0
YZH?KGC,CI,A333,0
YZH?KUU,KE,A359,0
YZH?LUV?IPN,US,A333,1
YZP?BZI,LP,B733,0
YZP?AVO,CX,L1011,0
YZP?BVA,CP,A318,0
YZP?BZN,Y4,SA-227,0
YZP?FKI,JL,747,0
YZP?LBL,LH,757,0
YZP?FOS,5Y,A340,0
YZP?PLO,Y4,A318,0
YZP?UUA,CP,CRJ9,0
YZP?KOA?CBF,CX,B788,1
YZP?LTI,F9,A310,0
YZP?VOH,KE,A346,0
YZP?TUK,UA,B734,0
YZP?AKV,CV,B753,0
YZP?WIC,bxr,B773,0
YZR?NAA,NZ,B773,0
YZR?WSO,NH,B777,0
YZR?JGO,CZ,A320,0
YZR?CXP,XE,A320,0
YZT?TEZ?RSW,KL,CRJ7,1
YZT?PCD,CA,A332,0
YZT?GYY,PR,CRJ9,0
YZT?LMN,KL,B762,0
YZT?ANI,QX,B742,0
YZT?AMN,2Q,EMB,0
YZT?NLP,CA,A359,0
YZT?KKS,A8,MD11,0
YZT?CFS,NW,SA-227,0
YZT?MXF,CM,B744,0
YZU?IIA?CPD,KL,A332,1
YZU?OPF,DL,MD90,0
YZU?BGO,G4,MD11,0
YZU?MGJ,EV,B773,0
YZU?KSO,HX,B738,0
YZU?ASO,Y4,C-99,0
YZV?RLG,CK,B733,0
YZV?PNY,GB,B762,0
YZV?YVR,MQ,M90,0
YZV?PIM,SK,717,0
YZV?MCN?CXR?LYG,UA,MD-11,2
YZV?MBG,NZ,B753,0
YZV?LSS,YX,717,0
YZV?YNP,DH,B772,0
YZV?TOW,SQ,767,0
YZW?MTV,FI,B789,0
YZW?YMA,9W,787,0
YZW?IGB,CP,A320,0
YZW?YXR,CA,B762,0
YZX?BOX,EI,AN-124,0
YZX?KFE?MDH,EV,B762,1
YZX?RAR,BBB,DC-10,0
YZX?ECA,NW,E175,0
YZX?STA,CX,B777,0
YZX?YYY,BA,B762,0
YZX?MHV,MT,C-99,0
YZX?CMR,XJ,AN-124,0
YZX?OCN,XE,L1011,0
ZFA?XUZ,SY,B789,0
ZFA?SOQ,BF,B742,0
ZFA?KFA?BYO,CI,757,1
ZFA?SXQ,PR,B788,0
ZFA?LIR,UA,MD83,0
ZFA?YZS,CZ,A380,0
ZFA?CFV,JL,A346,0
ZFA?PAP,TA,B739,0
ZFA?KVM,GB,B734,0
ZFM?EHM,5X,B-99,0
ZFM?AVX,NZ,DC-9,0
ZFM?EWK,CV,MD90,0
QLD?FLP?CAW,FX,B748,1
QLD?PDA,OZ,A330,0
QLD?GIL,KZ,L1011,0
QLD?AAH,HA,B744,0
QLD?SCC,EY,C-99,0
QLD?CMI,LX,AN-124,0
QLD?IXE,MX,CRJ7,0
QLD?PKW,AA,A380,0
QLD?PIT,AI,IL-96,0
BUJ?UNG,FX,B737,0
BUJ?DMT?LWO,EY,A359,1
BUJ?PUZ,WO,B762,0
BUJ?LBT,BBB,DC-9,0
BJA?CCC,NK,L1011,0
BJA?JRO,KZ,A332,0
BJA?TRR,BBB,A388,0
BJA?SOD,VX,AN-124,0
BJA?EPR,BR,B734,0
BJA?GSP,YV,B734,0
BJA?MMI,5X,A343,0
BJA?AKF?SFL?HAR,NZ,E170,2
BJA?YQF,ER,A380,0
BJA?RTB,QK,E175,0
BJA?VTM,XP,A388,0
BJA?HWN,WI,MD11,0
ALG?BJC,B6,B712,0
ALG?SUF,KR,777,0
ALG?AKN,HA,A388,0
ALG?WWA,YX,SA-227,0
DJG?BUT,Y4,717,0
DJG?RWL?JWA,MT,A380,1
DJG?NGD,SE,SSR-100,0
DJG?USN,QK,MD-88,0
DJG?KMU,HX,DH8,0
VVZ?UGN,AY,787,0
VVZ?TCH,CX,MD-87,0
VVZ?ADQ,XP,B789,0
VVZ?MHA,KL,B736,0
VVZ?YHN,AM,B712,0
VVZ?BHK,B6,A330,0
VVZ?PMZ?HTL,CV,B752,1
TMR?EPU,EY,CRJ7,0
TMR?LKY,G4,787,0
TMR?PWT,A8,A300,0
TMR?WHU,NW,B763,0
TMR?TMW,F9,CRJ7,0
GJL?MRF,BBB,A321,0
GJL?MRV,RW,MD-80,0
GJL?LOZ,XJ,B762,0
GJL?KSS,XE,767,0
GJL?HID?OZZ,AI,787,1
GJL?ULP,EI,E175,0
GJL?GUY,LP,787,0
GJL?BHJ,MU,727,0
GJL?YMM,DH,DC-9,0
GJL?HZH,CK,747,0
GJL?FBE,EK,C-99,0
GJL?SOY,KZ,MD90,0
GJL?YTQ,NH,B742,0
MZW?QRY,IB,A319,0
MZW?AKW?BOS,KZ,B733,1
MZW?BRM,GB,MD-90,0
MZW?DRT,5X,A310,0
MZW?ALH,EZ,DC-10,0
AAE?NKM,LP,B788,0
AAE?MDQ,4O,A124,0
AAE?YTY,G4,747,0
AAE?WRB,FI,A388,0
AAE?LEU,KR,SSR-100,0
AAE?CJJ,KR,A124,0
AAE?KUA?ZNE?VLD,SQ,A320,2
AAE?WRO,VX,717,0
AAE?AGV,HX,767,0
AAE?LYX,HA,DC-10,0
AAE?LIF,AM,MD83,0
AAE?AYQ,F9,MD90,0
CZL?BNP,EY,B737,0
CZL?YBX,LX,IL-62,0
CZL?RGI,G4,CRJ9,0
CZL?YYL,CP,787,0
CZL?WBM?BIB,EY,SA-227,1
CZL?CEW,WN,757,0
CZL?GNV,KZ,E175,0
CZL?RDS,BA,A321,0
CZL?SAC,ER,737,0
CZL?PLO,BR,M90,0
CZL?PDK,BR,DC-9,0
TEE?MAE,FL,A380,0
TEE?VLV,2Q,777,0
TEE?FMM,2Q,A332,0
TEE?BGX?NSN,CX,A310,1
TEE?CQM,CZ,MD11,0
TEE?AXU,9S,A321,0
TEE?CLL,BA,B777,0
HRM?YSH,ER,B788,0
HRM?CSH,LX,B736,0
HRM?SNP,CK,B737,0
HRM?CSG,IB,777,0
HRM?RIV,US,C-99,0
HRM?LNX,DH,PA-31,0
HRM?CAC?YGL,KR,B736,1
HRM?YEY,G4,B748,0
HRM?BJB,CK,B752,0
HRM?NUL,TK,764,0
HRM?OUE,WS,B788,0
TID?KHM,9W,B712,0
TID?CBR,SY,B739,0
TID?IAM,AM,747,0
TID?LED,CM,B712,0
TIN?NIT,US,764,0
TIN?CMA?SHW,QX,767,1
TIN?WDH,KZ,MD83,0
TIN?MUW,A8,A333,0
CFK?ATK,TK,B777,0
CFK?UBA,WN,CRJ9,0
CFK?SEK,AB,MD-80,0
CFK?YCC,KL,CRJ9,0
CFK?DIY,MT,AN-124,0
CFK?ABV,9W,IL-96,0
CFK?QUO,SK,B739,0
CFK?SLL?BUU?ZAO,SQ,757,2
CFK?PUS,CV,A332,0
CFK?MGA,FX,747,0
CFK?GBK,GB,E190,0
TAF?RIY,VX,A124,0
TAF?YNE,MX,B762,0
TAF?NOS,PR,747,0
TAF?KVR,WW,DC-8,0
TAF?KLS,FL,B-99,0
TAF?BFU,F9,767,0
TAF?FNI?DYU,WS,A380,1
TAF?LZO,KE,B736,0
TAF?NLT,AB,DC-8,0
TAF?SWC,PR,737,0
TAF?SSJ,XJ,777,0
TLM?NLV,QX,A388,0
TLM?FAH,FJ,777,0
TLM?CVJ,B6,L1011,0
TLM?KVB,CX,IL-62,0
TLM?FMI,XE,M90,0
TLM?EKA?BLR,NW,A320,1
TLM?KWZ,TK,DH8,0
TLM?MYV,WO,M90,0
TLM?NZY,AS,B712,0
TLM?BYU,XE,737,0
TLM?FRY,AC,E170,0
ORN?TUN,NZ,B733,0
ORN?TEA,VS,B748,0
ORN?WUT,TZ,MD-90,0
ORN?IAD,MX,757,0
ORN?ZQL?LIW,CA,B738,1
ORN?GAU,UA,IL-96,0
BFW?EVG,GL,A332,0
BFW?BKQ,VX,A300,0
BFW?PCQ,YX,B712,0
BFW?JYR,AI,787,0
BFW?PBR,9S,L1011,0
BFW?KWT,WS,B738,0
BFW?YBY,BF,A333,0
BFW?ZBO,EV,A346,0
BFW?DIG?SEP,TK,DC-8,1
BFW?THN,bxr,MD-11,0
BFW?HSN,EI,B737,0
BFW?DRJ,QK,A343,0
BFW?MFN,NH,SSR-100,0
BFW?BYF,KL,MD-80,0
MUW?YPL,FJ,A359,0
MUW?NAQ,AC,CRJ9,0
MUW?HZB,YX,737,0
MUW?JIA,KL,787,0
MUW?SAT?ERV?LHV,AI,IL-62,2
MUW?OBF,A8,717,0
MUW?PTK,KE,757,0
MUW?KKE,FL,DC10,0
MUW?STK,LP,764,0
MUW?TKU,AF,A333,0
MUW?CIF,CK,MD-11,0
MUW?SVZ,CX,B742,0
AZR?BZV,TA,A320,0
AZR?CHX,WW,CRJ9,0
AZR?MTS?OKN,YV,B744,1
AZR?OSL,JL,B772,0
AZR?KLN,EV,B739,0
AZR?VRK,SE,CRJ7,0
AZR?SGD,AI,757,0
BSK?YCC,AA,A346,0
BSK?NOZ,BA,727,0
BSK?YKO,DL,A346,0
BSK?DRV,Y4,A359,0
ELG?RFS,A8,A310,0
ELG?BRD?YSN,SK,B752,1
ELG?TIP,5Y,A300,0
ELG?NBE,SQ,787,0
ELG?OGX,QK,A300,0
ELG?UPB,5X,B-99,0
ELG?MKY,LP,MD-11,0
ELG?TMP,NZ,A300,0
GHA?JUH,XE,A346,0
GHA?ASN,IB,737,0
GHA?IRI,bxr,A310,0
GHA?DED?MMT,BF,777,1
GHA?CRA,AM,MD-90,0
GHA?KHT,CA,B753,0
GHA?PTU,KZ,B712,0
GHA?TKH,TA,B763,0
GHA?YZG,F9,EMB,0
HME?SQJ,CZ,SSR-100,0
HME?CSV,WS,B788,0
HME?BUO,BA,DH8,0
HME?HUU,PR,B-99,0
HME?LGB?NCE,EV,PA-31,1
HME?OZH,WI,767,0
HME?LDJ,CX,MD90,0
HME?JCR,LX,SA-227,0
HME?NRB,bxr,DC-8,0
HME?DUJ,9S,747,0
INZ?EJN,F9,MD90,0
INZ?NQA,5X,B738,0
INZ?CCL,GL,A380,0
INZ?BDA,RW,IL-62,0
TGR?GPA?YRQ?AKO,DL,DH8,2
TGR?IXD,BR,B753,0
TGR?VDY,2Q,IL-96,0
TGR?AYQ,CP,B744,0
TGR?YTF,VX,EMB,0
TGR?BVS,ER,B-99,0
TGR?LBE,NH,B763,0
LOO?SXZ,WS,757,0
LOO?WAE,DH,A310,0
LOO?WKR,bxr,A343,0
LOO?CJN?HSL,CZ,CRJ7,1
LOO?SBU,FI,777,0
LOO?MQC,LP,C-99,0
TMX?LPP,EY,B788,0
TMX?YBB,KE,757,0
TMX?AXK,US,IL-96,0
TMX?ROZ,NK,A388,0
TMX?TJS,KE,A333,0
TMX?ALY,LP,L1011,0
TMX?DLG,AI,EMB,0
OGX?MJM?SEZ,5X,A321,1
OGX?TCO,PR,A332,0
OGX?APT,JL,A319,0
OGX?MBX,IB,B788,0
OGX?MUD,AS,757,0
OGX?FRD,F9,B789,0
OGX?RGL,AI,764,0
OGX?BRA,LP,B764,0
OGX?KUA,LH,A318,0
OGX?BXO,CA,IL-96,0
OGX?HRL?BKA,FX,B764,1
OGX?MGE,AS,B712,0
IAM?GPO,MT,B744,0
IAM?BXB,AB,B772,0
IAM?DZO,QK,A333,0
IAM?UYL,OO,C-99,0
IAM?HLE,KE,CRJ9,0
IAM?MDZ,WW,B748,0
IAM?LRL,MU,MD-80,0
IAM?CFU,LP,SA-227,0
IAM?MAF?TTT,AS,727,1
IAM?JSM,FJ,747,0
IAM?UOS,CX,IL-62,0
IAM?RXS,EK,SA-227,0
IAM?PGA,CP,C-99,0
COO?MEU,DL,EMB,0
COO?SYZ,5X,E170,0
COO?ALA,QX,A359,0
COO?CYB,TZ,EMB,0
COO?CMQ,KR,B744,0
OUA?MUH?DAB?SYH,AF,MD-80,2
OUA?YGB,NW,A319,0
OUA?LKV,TZ,B734,0
OUA?YOA,SE,A310,0
OUA?NOT,XE,B744,0
OUA?NAW,EY,MD83,0
OUA?CHH,WW,B735,0
OUA?LYX,VS,IL-62,0
OUA?TBH,bxr,B764,0
BOY?AZR,PR,C-99,0
BOY?LFI?IQM,QK,B752,1
BOY?FTU,K4,DC-9,0
BOY?SUU,CV,MD83,0
BOY?IWK,CV,DH8,0
BOY?LIO,5Y,DC-9,0
BOY?BTE,QX,E190,0
BOY?XFW,KZ,A330,0
ACC?GXY,XJ,C-99,0
ACC?MSP,FX,MD11,0
ACC?LHE,YV,MD-11,0
ACC?SPS?KYI,MT,A300,1
ACC?ORB,A8,M90,0
ACC?KIF,G4,MD-88,0
TML?GWD,OO,MD-90,0
TML?NOP,EI,A346,0
TML?MGN,LP,B763,0
TML?YDO,BF,747,0
NYI?AEO,EY,MD-11,0
NYI?NDJ,XE,B735,0
NYI?LGC,HA,B734,0
NYI?SLA?NZJ,WN,777,1
NYI?FMI,KL,B742,0
NYI?AGT,5Y,SA-227,0
NYI?IST,BA,SA-227,0
NYI?CCS,CV,A320,0
NYI?YDG,MU,B733,0
NYI?GWT,KR,767,0
NYI?TBJ,MU,B733,0
NYI?ULH,MQ,MD11,0
NYI?MZI,XE,A388,0
TKD?BGM?DGT,XE,A124,1
TKD?TCL,SQ,DC-8,0
TKD?BMB,5X,727,0
TKD?HLG,AF,M90,0
TKD?NLV,EI,B753,0
TKD?PWQ,FX,B744,0
TKD?GIL,TZ,A332,0
TKD?CQA,UA,B737,0
TKD?EOK,SQ,A330,0
TKD?SAC,BF,DC-10,0
TKD?CHT?SHW?VNC,WS,DC-9,2
TKD?SJY,G4,A333,0
TKD?YSY,VS,A388,0
ABJ?OMS,CX,DC-8,0
ABJ?YYU,XJ,B-99,0
ABJ?KGE,MT,717,0
ABJ?ESB,B6,B736,0
ABJ?VRY,TK,B752,0
BYK?AKP,EZ,B744,0
BYK?MFI,XE,MD90,0
BYK?MEG?CJN,2Q,A388,1
BYK?LOT,9W,B739,0
BYK?HLZ,MX,A320,0
BYK?CNP,JL,C-99,0
BYK?MHD,9S,737,0
BYK?LLW,GL,L1011,0
DJO?NLO,XJ,SSR-100,0
DJO?WRE,KZ,B737,0
DJO?JDF,CA,MD-90,0
DJO?JST,WS,B-99,0
DJO?CNP?BZG,MT,717,1
DJO?JBQ,CP,M90,0
HGO?OSU,KE,B712,0
HGO?ELP,FL,MD-11,0
HGO?HSN,4O,E170,0
MJC?AOL,TZ,A124,0
MJC?ILR,KE,A320,0
MJC?ALU,DL,A320,0
MJC?AAX,AI,MD-80,0
MJC?MVV,FL,A359,0
MJC?MDT?AGU,YV,CRJ9,1
MJC?KKS,EY,B753,0
MJC?BLF,NK,B737,0
MJC?CIX,EY,A333,0
MJC?IRC,NW,A319,0
MJC?ADD,AA,MD-88,0
MJC?JMU,CI,AN-124,0
MJC?HVA,CM,E170,0
SPY?BUX,TA,B777,0
SPY?ZQL,YX,757,0
SPY?LKG?WBM,ER,B736,1
SPY?PBF,FL,737,0
SPY?SSI,AM,MD-11,0
ASK?AEY,FX,MD90,0
ASK?MLA,WW,E170,0
ASK?TKP,XJ,B753,0
ASK?LCE,CZ,B737,0
ASK?MCC,LP,CRJ7,0
ASK?NTN,EK,A380,0
ASK?SDR,K4,DH8,0
ABV?SMI?SCM?ZMT,OZ,MD-87,2
ABV?YLH,CM,B736,0
ABV?AEP,G4,SSR-100,0
ABV?SCS,NW,CRJ9,0
ABV?SXO,WO,B736,0
ABV?SJD,CM,737,0
ABV?AFY,YX,PA-31,0
ABV?YNC,AM,B736,0
ABV?IST,AM,IL-62,0
ABV?GGT,YV,B712,0
ABV?MWX?BTT,VS,A388,1
ABV?JRB,QX,DH8,0
AKR?YTQ,EV,E175,0
AKR?ISN,US,DC-10,0
AKR?MNC,GB,B777,0
AKR?TCL,9W,IL-96,0
AKR?RUD,WN,A380,0
AKR?PSX,SK,B762,0
AKR?RNO,GL,B789,0
AKR?MLA,DL,A319,0
AKR?EVX?YQK,WO,B789,1
AKR?PVA,QF,764,0
AKR?NQU,TK,A340,0
BNI?NAP,SY,DC-9,0
BNI?SYP,bxr,A320,0
BNI?PUY,LP,A319,0
BNI?IPA,EV,M90,0
BNI?LUF,CA,767,0
BNI?JMK,5X,SA-227,0
BNI?BOG,LP,B735,0
BNI?CFE?QSF,TK,CRJ7,1
BNI?APQ,KL,777,0
BNI?YVM,CZ,C-99,0
BNI?FXO,EZ,E170,0
BNI?IRA,bxr,CRJ7,0
BNI?TNN,MT,A330,0
BNI?CEU,US,MD-80,0
BNI?PPA,JL,747,0
CBQ?KHE,EY,MD-88,0
CBQ?BGC,EV,MD-90,0
CBQ?PEG?SMW,AM,B762,1
CBQ?LEL,LP,MD-87,0
CBQ?BBG,EY,EMB,0
ENU?CWC,NH,B739,0
ENU?AUW,HA,IL-62,0
ENU?PVK,EY,CRJ9,0
IBA?WIO,AA,A359,0
IBA?HNY,FJ,767,0
IBA?YUL,XJ,B737,0
IBA?UKA,WN,737,0
IBA?LTM?RBM?LYP,GB,B788,2
IBA?OZH,VX,E190,0
IBA?CDA,CK,B753,0
IBA?LMM,AY,B763,0
IBA?FNR,NK,MD11,0
IBA?AKF,VX,B735,0
IBA?CKY,AA,B777,0
IBA?VIS,bxr,A359,0
IBA?IPN,MU,IL-96,0
IBA?PKB,WO,A332,0
ILR?WRY?HTU,YX,CRJ7,1
ILR?AMD,WN,737,0
ILR?PSJ,TA,787,0
ILR?AUY,EV,DC-9,0
ILR?JRN,CV,B735,0
ILR?VXO,NW,CRJ7,0
ILR?CEF,CV,DC-9,0
ILR?JCI,DL,E175,0
ILR?LPU,OO,B734,0
ILR?PVO,YV,B739,0
JOS?BMI?CSH,F9,E175,1
JOS?CTD,K4,SA-227,0
JOS?CUH,YX,B772,0
JOS?HAF,9W,B753,0
KAD?IRI,SE,B773,0
KAD?PMY,NW,A321,0
KAD?ARW,EY,E175,0
KAD?DVL,EK,B789,0
KAD?STM,NH,B735,0
KAD?KAJ,NZ,B777,0
KAD?ANM?JAR,LP,757,1
KAD?HBX,CZ,B736,0
KAD?KKR,MX,737,0
KAD?ORW,QF,MD-80,0
KAD?JAB,BBB,767,0
KAN?FRN,B6,A319,0
KAN?OAH,YX,DC10,0
KAN?GCM,TA,CRJ7,0
KAN?NAH,GB,B748,0
KAN?BDP,NK,717,0
KAN?BGI?LYN,XP,764,1
KAN?FAN,HA,IL-62,0
KAN?BZU,JL,B772,0
KAN?KVB,AC,B739,0
KAN?ORW,NW,M90,0
KAN?ALP,CP,B736,0
MIU?TIF,NZ,717,0
MIU?ZIA,GB,A340,0
MIU?RDZ,VS,EMB,0
MIU?AES,HA,B788,0
MDI?SZB?PTT?YFA,VX,B762,2
MDI?BDM,NW,PA-31,0
MDI?ARY,LP,DC-8,0
MDI?BGZ,EK,SA-227,0
MDI?TUD,FJ,A320,0
MDI?OSU,ER,M90,0
MDI?ULY,AS,E190,0
LOS?MHR,KR,B735,0
LOS?IKA,9S,MD-90,0
LOS?NHV,CM,A330,0
LOS?BHB?NPA,B6,MD-80,1
LOS?KTA,HX,E175,0
LOS?RNI,LP,EMB,0
LOS?POL,VS,B-99,0
LOS?YBE,EV,EMB,0
LOS?ARU,NW,A318,0
LOS?VGO,PR,SA-227,0
LOS?VHY,QX,A300,0
MXJ?CMK,TK,IL-96,0
MXJ?IOA,AS,B789,0
MXJ?LYS?JRH,VX,DH8,1
PHC?TUO,LX,A333,0
PHC?BOA,2Q,DC-9,0
PHC?KID,9S,C-99,0
PHC?VLG,SY,B738,0
PHC?SUK,AM,A380,0
PHC?GZO,2Q,DC-8,0
PHC?RDD,A8,747,0
SKO?MFA,WS,CRJ7,0
SKO?RCY,GL,EMB,0
SKO?GWE?HBG,AY,B748,1
SKO?PAL,CV,MD83,0
SKO?NGX,CV,E175,0
SKO?OMC,CM,B734,0
YOL?PNT,CZ,A346,0
YOL?WNR,NH,B753,0
YOL?LMO,GL,IL-62,0
YOL?JOJ,EV,A388,0
YOL?KRI,K4,CRJ9,0
YOL?FCB,WO,PA-31,0
YOL?AOU?QJE,CI,B763,1
YOL?CIP,5X,787,0
YOL?TAF,EV,B-99,0
YOL?NMB,SQ,MD-11,0
YOL?MHV,2Q,B738,0
ZAR?MMD,LP,E190,0
ZAR?CIP,WO,A330,0
ZAR?FKQ,AB,MD-90,0
ZAR?RVS,NK,B752,0
MFQ?AHE,DH,A320,0
MFQ?ORT?LUF?ULG,VX,SSR-100,2
MFQ?AAH,CX,B744,0
MFQ?KLH,US,B762,0
MFQ?VHC,NW,B753,0
MFQ?PQC,RW,E170,0
NIM?ATG,XP,A320,0
NIM?KHC,FL,767,0
NIM?CMK,KE,B763,0
NIM?WSN,5Y,L1011,0
NIM?LDM,QX,737,0
NIM?BNM?KLI,WO,B742,1
NIM?RCO,TK,CRJ7,0
NIM?PCF,UA,787,0
NIM?CFV,5Y,B772,0
NIM?ROW,YX,A300,0
NIM?MBW,EK,B752,0
NIM?SYT,9S,B737,0
NIM?STB,YX,B748,0
NIM?LEH,HA,MD90,0
THZ?MVT,XJ,B788,0
THZ?JNG?VCP,TA,MD-90,1
THZ?MLB,JL,777,0
AJY?PHB,EZ,B737,0
AJY?LRT,LX,DC-9,0
AJY?PYB,AB,MD-87,0
AJY?PSU,CA,B762,0
AJY?KER,AC,MD83,0
AJY?OYP,CA,SSR-100,0
AJY?REC,AM,CRJ9,0
AJY?SWU,QX,B773,0
AJY?ARD?PZI,XP,MD-87,1
AJY?LCY,FI,727,0
ZND?EAE,GL,SA-227,0
ZND?LGB,B6,B712,0
ZND?SVQ,CV,M90,0
ZND?HOK,LX,C-99,0
ZND?CUA,CX,B773,0
MIR?NTI,TZ,727,0
MIR?LDI,QX,B753,0
MIR?VGA,A8,764,0
MIR?PVS?BGG,OO,A321,1
MIR?CAC,NZ,E175,0
MIR?MNJ,F9,A380,0
MIR?IFJ,F9,A380,0
MIR?SOW,CX,A343,0
MIR?FOM,CP,M90,0
MIR?AHB,AF,A320,0
TUN?YTZ,bxr,PA-31,0
TUN?AEO,EK,A124,0
TUN?KLV,BR,IL-62,0
TUN?TIX?CNF?PNE,AY,757,2
TUN?SRA,FL,B735,0
TUN?TTQ,MQ,B733,0
TUN?IXW,5X,B762,0
TUN?MUX,F9,PA-31,0
TUN?IKI,TK,B733,0
TUN?APW,NH,DC10,0
TUN?DRK,HA,A330,0
GAF?CVO,WS,EMB,0
GAF?NAS,GL,B789,0
GAF?ABV?PQC,CZ,B762,1
GAF?WWD,AA,B712,0
GAF?ATB,YV,DC10,0
GAF?SBT,EY,A310,0
GAF?AFS,GL,E190,0
GAF?SFL,AC,B788,0
GAF?TCL,CI,B762,0
GAF?BSJ,9S,MD90,0
GAF?CJJ,Y4,AN-124,0
GAF?MTT,CZ,CRJ7,0
GAF?FBK?OTH,QK,DC-9,1
GAF?VLD,WN,A330,0
GAF?GOV,QF,A333,0
GAE?BBO,KZ,B763,0
GAE?XBE,IB,C-99,0
GAE?UIN,9S,IL-96,0
GAE?JLR,5X,B734,0
GAE?PPC,IB,A320,0
GAE?LUH,AI,EMB,0
GAE?RAL,AY,AN-124,0
GAE?BHU?PKK,EV,PA-31,1
GAE?SEK,OZ,A332,0
DJE?UBB,TA,B733,0
DJE?IKK,EZ,B777,0
DJE?BGX,LH,DC-10,0
DJE?MCI,CP,B733,0
DJE?FOD,SQ,747,0
DJE?YDP,EZ,MD-90,0
DJE?NIT,NK,IL-96,0
DJE?WRO,9S,E175,0
DJE?YMM?KWT,9W,767,1
DJE?ZJG,EK,A300,0
DJE?JIA,A8,727,0
DJE?IGL,FJ,A333,0
EBM?NUK,QF,B752,0
EBM?PLQ,YX,M90,0
EBM?TAE,A8,A319,0
EBM?ESR,AB,A320,0
EBM?ABC,NK,IL-96,0
EBM?YQY,LH,CRJ7,0
EBM?RVE?CMA?TMX,QX,B744,2
EBM?JIW,ER,A330,0
EBM?FDY,CI,A346,0
EBM?ISB,KZ,B739,0
EBM?PFQ,GB,SSR-100,0
EBM?DCI,BA,CRJ9,0
SFA?SFS,MQ,MD-87,0
SFA?YBY,QK,A359,0
SFA?RAM,EI,DC10,0
SFA?HZH,VX,DC-10,0
SFA?GES?HOI,KL,MD11,1
SFA?FAH,AS,A330,0
SFA?ERV,AC,A343,0
SFA?JOS,YX,B733,0
SFA?UKA,FX,DC10,0
SFA?TOH,HA,B744,0
SFA?VST,FX,B733,0
SFA?KLR,HX,MD-80,0
SFA?LRR,BBB,A318,0
TOE?SBZ,ER,B744,0
TOE?SHG?JDH,LP,PA-31,1
TOE?EGE,G4,B-99,0
TOE?YVQ,SE,A380,0
TOE?SKX,DL,A388,0
TOE?ARA,AF,SA-227,0
TOE?GYM,MT,MD83,0
TOE?FIK,9W,A124,0
TOE?OVB,LP,A332,0
LRL?ALM,YX,DC10,0
LRL?FAN,MX,E170,0
LRL?VIL?HON,AY,B788,1
LRL?BKM,G4,A340,0
LRL?NAK,DL,757,0
LRL?SYJ,SK,AN-124,0
LRL?KNO,BBB,DC10,0
LRL?MOF,KR,A124,0
LRL?MRW,CI,B762,0
LRL?CPT,A8,DH8,0
LRL?GFF,KL,B753,0
LRL?SNB,MT,SA-227,0
LRL?NOJ?ZOS,LP,A330,1
LRL?AMD,AM,MD-87,0
LRL?SPJ,YV,DC-9,0
LFW?CJN,MQ,B738,0
LFW?FLN,AM,A333,0
LFW?LSH,QF,A332,0
LFW?SXL,CV,B742,0
LFW?OER,AB,A340,0
LFW?MSS,AB,B737,0
LFW?WKL,KR,B788,0
LFW?YCL?YAY?GZI,F9,A332,2
ANR?KSE,B6,B734,0
ANR?DRB,DH,MD-87,0
ANR?GES,TZ,C-99,0
ANR?AOG,NW,B753,0
BRU?BTE,ER,764,0
BRU?HLI,WS,B735,0
BRU?KMN,FI,MD-87,0
BRU?ULQ,LX,B734,0
CRL?BBX,CI,MD90,0
CRL?PDV?MRO,WW,B736,1
CRL?JHB,AB,MD83,0
KJK?SFE,AY,A340,0
