Departure,Arrival,Airline,Plane,Departure_Date,Arrival_Date,Number,IATA
HDN,NYM,WS,B763,2025-04-05T09:21:18,2025-04-05T18:42:36,7915,WS7915
YKA,YQN,YX,A318,2025-04-07T02:41:34,2025-04-07T05:23:08,1342,YX1342
YKA,WTZ,CP,A319,2025-04-03T13:07:55,2025-04-04T02:15:50,1468,CP1468
YKA,VLC,LX,B777,2025-04-07T09:33:27,2025-04-07T19:06:54,8065,LX8065
YKA,AUO,AC,B777,2025-04-07T03:57:38,2025-04-07T07:55:16,2199,AC2199
YKA,TOM,BA,B752,2025-04-06T11:46:58,2025-04-06T23:33:56,6826,BA6826
YKA,HKT,LP,B777,2025-04-03T14:11:31,2025-04-04T04:23:02,7117,LP7117
YKA,PVL,9W,DC-10,2025-04-07T03:45:41,2025-04-07T07:31:22,4702,9W4702
YKA,CSM,A8,SA-227,2025-04-02T02:44:28,2025-04-02T05:28:56,8083,A88083
YKA,SHD,ER,B788,2025-04-07T03:59:50,2025-04-07T07:59:40,5202,ER5202
YKA,ILY,5X,DH8,2025-04-07T07:38:27,2025-04-07T15:16:54,2595,5X2595
YKA,LAO,FI,C-99,2025-04-04T11:44:17,2025-04-04T23:28:34,2539,FI2539
YKA,HXD,VS,L1011,2025-04-07T10:52:57,2025-04-07T21:45:54,2375,VS2375
YKA,GMP,AM,B777,2025-04-07T09:20:12,2025-04-07T18:40:24,3629,AM3629
YKA,AUO,5X,SSR-100,2025-04-03T03:57:38,2025-04-03T07:55:16,8103,5X8103
BMV,LEL,KZ,A300,2025-04-01T04:42:24,2025-04-01T09:24:48,3500,KZ3500
BMV,QGU,AC,DH8,2025-04-04T04:21:24,2025-04-04T08:42:48,1796,AC1796
BMV,LUN,PR,A320,2025-04-07T10:34:06,2025-04-07T21:08:12,1050,PR1050
BMV,UDR,CM,EMB,2025-04-06T04:21:05,2025-04-06T08:42:10,9714,CM9714
BMV,AWA,QX,B742,2025-04-02T08:40:25,2025-04-02T17:20:50,7108,QX7108
BMV,OMB,PR,DC10,2025-04-02T12:30:27,2025-04-03T01:00:54,3250,PR3250
BMV,UDR,NH,A332,2025-04-01T04:21:05,2025-04-01T08:42:10,9303,NH9303
BMV,MCK,TA,B735,2025-04-04T15:15:47,2025-04-05T06:31:34,9922,TA9922
BMV,PSS,CZ,IL-62,2025-04-01T20:05:58,2025-04-02T16:11:56,8515,CZ8515
BMV,YHE,A8,B736,2025-04-04T13:09:56,2025-04-05T02:19:52,3644,A83644
KMG,TTL,TA,DC-10,2025-04-05T10:35:04,2025-04-05T21:10:08,8778,TA8778
KMG,LEL,VX,A333,2025-04-05T06:14:34,2025-04-05T12:29:08,5558,VX5558
KMG,QRC,JL,727,2025-04-02T21:24:23,2025-04-03T18:48:46,3127,JL3127
KMG,OGS,SY,A319,2025-04-04T13:55:29,2025-04-05T03:50:58,8618,SY8618
KMG,KMG,AF,A359,2025-04-02T00:00:00,2025-04-02T00:00:00,4127,AF4127
KMG,MTC,AM,B748,2025-04-04T14:09:42,2025-04-05T04:19:24,6853,AM6853
KMG,DWD,F9,747,2025-04-04T06:41:25,2025-04-04T13:22:50,6350,F96350
KMG,FAA,OO,B739,2025-04-01T13:27:38,2025-04-02T02:55:16,2792,OO2792
KMG,AVL,KZ,737,2025-04-06T15:04:01,2025-04-07T06:08:02,2485,KZ2485
KMG,CAB,EV,A333,2025-04-05T11:45:22,2025-04-05T23:30:44,1307,EV1307
KMG,KDH,AY,717,2025-04-02T04:11:00,2025-04-02T08:22:00,2513,AY2513
KMG,YDB,EK,B736,2025-04-04T10:08:48,2025-04-04T20:17:36,1933,EK1933
KMG,PDP,EY,E175,2025-04-02T20:03:00,2025-04-03T16:06:00,5944,EY5944
KMG,BQA,NZ,A300,2025-04-03T02:29:37,2025-04-03T04:59:14,2249,NZ2249
KMG,DHT,9S,PA-31,2025-04-01T14:26:38,2025-04-02T04:53:16,8306,9S8306
YZX,HDE,K4,IL-96,2025-04-04T03:13:16,2025-04-04T06:26:32,1250,K41250
YZX,CSM,BR,B777,2025-04-03T03:29:47,2025-04-03T06:59:34,4368,BR4368
YZX,VAG,ER,A359,2025-04-01T08:42:20,2025-04-01T17:24:40,4982,ER4982
YZX,NKW,9S,A346,2025-04-06T16:05:00,2025-04-07T08:10:00,8255,9S8255
YZX,ZSA,FJ,AN-124,2025-04-07T02:49:17,2025-04-07T05:38:34,3580,FJ3580
YZX,BLA,XP,EMB,2025-04-02T04:24:23,2025-04-02T08:48:46,5964,XP5964
YZX,EIK,FL,717,2025-04-05T08:21:37,2025-04-05T16:43:14,3050,FL3050
YZX,YWS,DL,CRJ7,2025-04-06T04:51:51,2025-04-06T09:43:42,7149,DL7149
YZX,IXS,A8,B-99,2025-04-03T13:33:07,2025-04-04T03:06:14,7105,A87105
YZX,JVL,K4,DH8,2025-04-02T02:12:42,2025-04-02T04:25:24,3924,K43924
YZX,DWC,FI,CRJ7,2025-04-01T11:32:44,2025-04-01T23:05:28,4821,FI4821
YZX,YWS,QX,CRJ9,2025-04-04T04:51:51,2025-04-04T09:43:42,3887,QX3887
YZX,SAN,AY,B-99,2025-04-01T05:16:21,2025-04-01T10:32:42,7483,AY7483
YZX,RNA,FI,A318,2025-04-02T16:00:21,2025-04-03T08:00:42,3093,FI3093
ABM,GGG,EV,A300,2025-04-01T15:35:56,2025-04-02T07:11:52,2187,EV2187
ABM,TBH,5Y,A330,2025-04-04T03:53:43,2025-04-04T07:47:26,2078,5Y2078
ABM,YHB,SY,A340,2025-04-02T14:23:06,2025-04-03T04:46:12,2463,SY2463
ABM,NYM,SE,A321,2025-04-06T11:36:11,2025-04-06T23:12:22,4676,SE4676
ABM,HIW,XP,A343,2025-04-04T05:51:06,2025-04-04T11:42:12,1948,XP1948
ABM,HBR,MT,B752,2025-04-04T15:06:04,2025-04-05T06:12:08,1724,MT1724
ABM,CXI,FI,B744,2025-04-03T07:44:16,2025-04-03T15:28:32,3363,FI3363
ABM,OGD,SK,B748,2025-04-02T13:45:09,2025-04-03T03:30:18,6492,SK6492
ABM,TDG,XP,MD-87,2025-04-05T03:15:16,2025-04-05T06:30:32,6633,XP6633
ABM,NJF,KL,A333,2025-04-02T12:57:29,2025-04-03T01:54:58,1770,KL1770
CEM,SKG,HX,777,2025-04-03T09:17:04,2025-04-03T18:34:08,4778,HX4778
CEM,AVK,NW,MD11,2025-04-06T07:10:03,2025-04-06T14:20:06,1206,NW1206
CEM,PPC,G4,MD90,2025-04-05T00:20:14,2025-04-05T00:40:28,7937,G47937
CEM,GSQ,Y4,E170,2025-04-03T11:35:13,2025-04-03T23:10:26,2031,Y42031
CEM,GLW,EV,PA-31,2025-04-04T05:33:39,2025-04-04T11:07:18,5909,EV5909
CEM,VOK,LX,B738,2025-04-02T04:36:11,2025-04-02T09:12:22,1606,LX1606
CEM,TJG,KL,A124,2025-04-01T12:08:12,2025-04-02T00:16:24,1118,KL1118
CEM,HXD,SK,727,2025-04-05T08:25:56,2025-04-05T16:51:52,4624,SK4624
CEM,ERL,YV,A321,2025-04-04T07:05:21,2025-04-04T14:10:42,5358,YV5358
CEM,WSO,AY,A300,2025-04-01T10:38:48,2025-04-01T21:17:36,2091,AY2091
CEM,NDN,FJ,B733,2025-04-05T11:17:24,2025-04-05T22:34:48,5083,FJ5083
CEM,CSZ,AY,A321,2025-04-05T15:16:18,2025-04-06T06:32:36,5589,AY5589
LDX,ZLT,MU,SA-227,2025-04-06T05:45:13,2025-04-06T11:30:26,5631,MU5631
LDX,BFS,AI,DC-8,2025-04-06T07:52:26,2025-04-06T15:44:52,1938,AI1938
LDX,YWB,MT,757,2025-04-05T07:17:14,2025-04-05T14:34:28,7537,MT7537
LDX,RVS,ER,A333,2025-04-03T06:12:11,2025-04-03T12:24:22,7488,ER7488
LDX,HDN,TZ,IL-62,2025-04-03T07:26:56,2025-04-03T14:53:52,9101,TZ9101
LDX,SKS,VS,B739,2025-04-04T08:54:35,2025-04-04T17:49:10,1870,VS1870
LDX,SHD,FX,777,2025-04-02T05:01:43,2025-04-02T10:03:26,8081,FX8081
LDX,CSZ,HA,B773,2025-04-04T05:30:10,2025-04-04T11:00:20,5425,HA5425
LDX,PKE,TA,B763,2025-04-03T18:22:42,2025-04-04T12:45:24,6628,TA6628
LDX,PVL,FJ,MD90,2025-04-03T05:12:58,2025-04-03T10:25:56,9910,FJ9910
LDX,APL,NW,SSR-100,2025-04-04T11:57:20,2025-04-04T23:54:40,4271,NW4271
LDX,FBD,MX,B772,2025-04-05T14:17:32,2025-04-06T04:35:04,6382,MX6382
LDX,LUN,BF,DC-8,2025-04-07T10:38:42,2025-04-07T21:17:24,8463,BF8463
LDX,NGB,SK,MD-87,2025-04-05T18:14:58,2025-04-06T12:29:56,8047,SK8047
SJE,WDH,TA,SSR-100,2025-04-06T11:30:34,2025-04-06T23:01:08,3094,TA3094
SJE,MTC,AA,B733,2025-04-01T05:11:16,2025-04-01T10:22:32,4996,AA4996
SJE,LYG,AM,B742,2025-04-01T17:51:18,2025-04-02T11:42:36,6441,AM6441
SJE,NSK,AB,B789,2025-04-07T13:29:54,2025-04-08T02:59:48,6864,AB6864
SJE,MMX,EI,B734,2025-04-06T10:49:07,2025-04-06T21:38:14,1777,EI1777
SJE,JSI,CI,B753,2025-04-06T11:45:59,2025-04-06T23:31:58,7754,CI7754
SJE,SLL,4O,MD90,2025-04-07T15:39:29,2025-04-08T07:18:58,8955,4O8955
SJE,HXD,A8,B736,2025-04-01T17:35:21,2025-04-02T11:10:42,7614,A87614
SJE,PVL,WS,A333,2025-04-05T04:34:04,2025-04-05T09:08:08,2035,WS2035
SJE,QUY,US,SSR-100,2025-04-02T09:46:31,2025-04-02T19:33:02,6410,US6410
SJE,NKC,FL,DC-8,2025-04-03T07:16:59,2025-04-03T14:33:58,2861,FL2861
SJE,SEN,SK,B772,2025-04-04T09:48:57,2025-04-04T19:37:54,9924,SK9924
SJE,VOK,FL,PA-31,2025-04-06T05:35:08,2025-04-06T11:10:16,2495,FL2495
SJE,GGG,CK,MD83,2025-04-04T04:35:13,2025-04-04T09:10:26,4895,CK4895
SJE,CMU,AC,767,2025-04-02T17:59:12,2025-04-03T11:58:24,6075,AC6075
LDG,KSN,BBB,DC-8,2025-04-07T01:51:48,2025-04-07T03:43:36,4508,BBB4508
LDG,CAP,K4,A310,2025-04-03T10:30:37,2025-04-03T21:01:14,1006,K41006
LDG,GLF,EV,B763,2025-04-07T12:17:43,2025-04-08T00:35:26,2611,EV2611
LDG,GMP,CA,B773,2025-04-05T06:40:30,2025-04-05T13:21:00,5399,CA5399
LDG,NIT,KE,M90,2025-04-05T03:54:21,2025-04-05T07:48:42,8541,KE8541
LDG,LDX,TA,A332,2025-04-05T11:15:50,2025-04-05T22:31:40,3874,TA3874
LDG,KLN,JL,B777,2025-04-02T07:09:33,2025-04-02T14:19:06,1385,JL1385
LDG,ARH,9W,737,2025-04-01T00:16:20,2025-04-01T00:32:40,4271,9W4271
LDG,OVR,AC,B734,2025-04-05T16:22:11,2025-04-06T08:44:22,5766,AC5766
LDG,SNR,GB,B789,2025-04-04T03:53:52,2025-04-04T07:47:44,4438,GB4438
LDG,SFK,XE,MD83,2025-04-01T11:40:46,2025-04-01T23:21:32,8737,XE8737
LDG,PVL,CP,DC-8,2025-04-01T08:49:57,2025-04-01T17:39:54,7161,CP7161
WBW,KLF,K4,A124,2025-04-02T08:36:21,2025-04-02T17:12:42,6031,K46031
WBW,TBG,KZ,B788,2025-04-07T16:34:02,2025-04-08T09:08:04,8430,KZ8430
WBW,YWB,FX,L1011,2025-04-04T02:34:53,2025-04-04T05:09:46,9773,FX9773
WBW,PAT,9W,B764,2025-04-03T14:00:08,2025-04-04T04:00:16,7003,9W7003
WBW,VAG,LH,B772,2025-04-06T08:42:26,2025-04-06T17:24:52,5948,LH5948
WBW,SZT,VX,747,2025-04-02T03:35:59,2025-04-02T07:11:58,9819,VX9819
WBW,FUL,WO,B742,2025-04-04T04:16:40,2025-04-04T08:33:20,5541,WO5541
WBW,YBR,G4,A333,2025-04-05T02:22:40,2025-04-05T04:45:20,5826,G45826
WBW,AUO,WS,B742,2025-04-01T01:27:39,2025-04-01T02:55:18,4298,WS4298
WBW,SHG,VX,M90,2025-04-04T06:14:04,2025-04-04T12:28:08,2714,VX2714
WBW,UDR,AM,B753,2025-04-06T13:41:34,2025-04-07T03:23:08,7965,AM7965
WBW,TDJ,BR,DH8,2025-04-03T12:58:19,2025-04-04T01:56:38,1749,BR1749
WBW,OKR,XP,B748,2025-04-06T16:50:11,2025-04-07T09:40:22,3195,XP3195
JSI,SOY,WS,A124,2025-04-01T03:16:45,2025-04-01T06:33:30,6446,WS6446
JSI,FAA,AA,MD-11,2025-04-06T05:19:53,2025-04-06T10:39:46,2189,AA2189
JSI,SFS,FX,A359,2025-04-06T10:50:35,2025-04-06T21:41:10,7473,FX7473
JSI,HMI,SE,B734,2025-04-03T06:30:30,2025-04-03T13:01:00,3779,SE3779
JSI,KWJ,SK,B744,2025-04-03T09:47:03,2025-04-03T19:34:06,2493,SK2493
JSI,SKS,4O,B789,2025-04-06T02:21:25,2025-04-06T04:42:50,3885,4O3885
JSI,HLZ,K4,MD-80,2025-04-05T19:57:56,2025-04-06T15:55:52,3068,K43068
JSI,CAB,DH,CRJ7,2025-04-02T05:48:36,2025-04-02T11:37:12,9024,DH9024
JSI,YHE,YV,747,2025-04-07T10:53:41,2025-04-07T21:47:22,5436,YV5436
JSI,OKR,BA,MD-88,2025-04-04T15:03:43,2025-04-05T06:07:26,4367,BA4367
JSI,WNZ,YX,AN-124,2025-04-02T09:51:16,2025-04-02T19:42:32,5251,YX5251
JSI,SAY,LH,B744,2025-04-05T01:16:17,2025-04-05T02:32:34,3032,LH3032
FTI,ALM,EI,IL-96,2025-04-01T09:41:02,2025-04-01T19:22:04,5531,EI5531
FTI,FRU,LH,A321,2025-04-02T14:59:26,2025-04-03T05:58:52,1676,LH1676
FTI,GWL,TA,B712,2025-04-03T14:39:51,2025-04-04T05:19:42,6736,TA6736
FTI,HIN,DL,B736,2025-04-02T09:43:44,2025-04-02T19:27:28,4064,DL4064
FTI,YQN,B6,C-99,2025-04-03T12:10:14,2025-04-04T00:20:28,1228,B61228
FTI,YNC,QX,B752,2025-04-02T12:50:46,2025-04-03T01:41:32,7754,QX7754
FTI,MLO,BBB,MD-80,2025-04-05T19:29:59,2025-04-06T14:59:58,3398,BBB3398
FTI,KYP,SK,MD-87,2025-04-03T12:47:01,2025-04-04T01:34:02,9477,SK9477
FTI,HYC,CZ,B748,2025-04-06T17:52:47,2025-04-07T11:45:34,1921,CZ1921
FTI,XIC,SQ,A333,2025-04-04T12:02:00,2025-04-05T00:04:00,4952,SQ4952
FTI,YNS,VX,E170,2025-04-05T13:01:53,2025-04-06T02:03:46,5073,VX5073
FTI,IXS,SY,DC-9,2025-04-04T12:58:32,2025-04-05T01:57:04,4216,SY4216
FTI,GIT,IB,IL-62,2025-04-07T19:17:16,2025-04-08T14:34:32,6850,IB6850
ETM,HIN,5Y,764,2025-04-04T09:33:52,2025-04-04T19:07:44,7547,5Y7547
ETM,SFK,2Q,727,2025-04-04T10:42:25,2025-04-04T21:24:50,5416,2Q5416
ETM,RVS,FX,A300,2025-04-07T12:36:04,2025-04-08T01:12:08,3236,FX3236
ETM,VAW,AM,777,2025-04-04T05:08:30,2025-04-04T10:17:00,9108,AM9108
ETM,APL,QK,AN-124,2025-04-07T05:41:18,2025-04-07T11:22:36,5635,QK5635
ETM,STW,9S,MD-88,2025-04-03T02:04:06,2025-04-03T04:08:12,4563,9S4563
ETM,SVG,BF,A346,2025-04-04T04:28:01,2025-04-04T08:56:02,9220,BF9220
ETM,YPD,5X,A343,2025-04-07T10:40:50,2025-04-07T21:21:40,9729,5X9729
ETM,JVL,Y4,B742,2025-04-03T11:31:55,2025-04-03T23:03:50,8821,Y48821
ETM,GOV,5Y,MD83,2025-04-03T13:25:09,2025-04-04T02:50:18,2201,5Y2201
ETM,ALM,JL,A340,2025-04-07T13:33:51,2025-04-08T03:07:42,4301,JL4301
ETM,FUL,WS,MD11,2025-04-06T14:05:07,2025-04-07T04:10:14,3886,WS3886
ETM,BSR,EV,MD90,2025-04-05T01:23:08,2025-04-05T02:46:16,8483,EV8483
DBB,MVY,EK,777,2025-04-06T09:37:48,2025-04-06T19:15:36,5264,EK5264
DBB,PAT,RW,A388,2025-04-07T06:16:20,2025-04-07T12:32:40,3518,RW3518
DBB,NSK,AC,A320,2025-04-01T06:22:05,2025-04-01T12:44:10,9045,AC9045
DBB,PMO,YX,DC10,2025-04-04T01:50:23,2025-04-04T03:40:46,5274,YX5274
DBB,QLT,CX,B752,2025-04-01T02:04:15,2025-04-01T04:08:30,9969,CX9969
DBB,TJG,LP,777,2025-04-04T11:11:18,2025-04-04T22:22:36,1983,LP1983
DBB,BMU,QK,IL-96,2025-04-04T11:56:58,2025-04-04T23:53:56,8065,QK8065
DBB,RNA,B6,A388,2025-04-04T16:41:15,2025-04-05T09:22:30,8672,B68672
DBB,MCK,5X,A332,2025-04-05T11:57:34,2025-04-05T23:55:08,4380,5X4380
DBB,YDB,9W,A310,2025-04-02T11:00:41,2025-04-02T22:01:22,5476,9W5476
DBB,PFJ,FL,A388,2025-04-05T05:54:57,2025-04-05T11:49:54,1422,FL1422
DBB,QRC,SK,MD11,2025-04-04T14:22:19,2025-04-05T04:44:38,3551,SK3551
DBB,DED,OZ,A321,2025-04-01T05:21:51,2025-04-01T10:43:42,7326,OZ7326
DBB,JVL,QF,MD-90,2025-04-03T10:57:47,2025-04-03T21:55:34,4730,QF4730
ZQN,WBM,B6,DC-9,2025-04-02T05:40:41,2025-04-02T11:21:22,7330,B67330
ZQN,GMP,MT,SSR-100,2025-04-05T11:28:36,2025-04-05T22:57:12,7297,MT7297
ZQN,SUY,OO,SSR-100,2025-04-06T14:29:54,2025-04-07T04:59:48,4589,OO4589
ZQN,HRG,5Y,777,2025-04-06T17:42:13,2025-04-07T11:24:26,5991,5Y5991
ZQN,BRL,SQ,B762,2025-04-05T15:38:33,2025-04-06T07:17:06,9768,SQ9768
ZQN,SLL,EI,M90,2025-04-03T15:04:20,2025-04-04T06:08:40,9611,EI9611
ZQN,ROP,KL,B753,2025-04-01T07:56:59,2025-04-01T15:53:58,9032,KL9032
ZQN,VTB,OO,B763,2025-04-07T19:11:58,2025-04-08T14:23:56,2566,OO2566
ZQN,CXR,NW,A321,2025-04-05T09:53:14,2025-04-05T19:46:28,1186,NW1186
ZQN,ABM,MX,B734,2025-04-04T05:09:34,2025-04-04T10:19:08,2297,MX2297
ZQN,YNC,KE,A340,2025-04-04T17:16:04,2025-04-05T10:32:08,5413,KE5413
ZQN,WDH,FX,B735,2025-04-07T13:35:42,2025-04-08T03:11:24,3961,FX3961
OGN,CVM,TK,DC-10,2025-04-04T14:46:47,2025-04-05T05:33:34,3297,TK3297
OGN,HXD,NH,AN-124,2025-04-05T03:12:02,2025-04-05T06:24:04,7908,NH7908
OGN,VTB,VS,764,2025-04-05T09:02:42,2025-04-05T18:05:24,6950,VS6950
OGN,ANQ,OZ,727,2025-04-06T13:46:09,2025-04-07T03:32:18,2149,OZ2149
OGN,FAB,IB,E175,2025-04-03T11:19:24,2025-04-03T22:38:48,2364,IB2364
OGN,MLO,DH,IL-62,2025-04-04T10:21:29,2025-04-04T20:42:58,7691,DH7691
OGN,SFS,CV,M90,2025-04-05T01:15:49,2025-04-05T02:31:38,5239,CV5239
OGN,YYB,NK,MD-80,2025-04-03T13:26:02,2025-04-04T02:52:04,4432,NK4432
OGN,ALM,RW,IL-96,2025-04-02T13:24:26,2025-04-03T02:48:52,7225,RW7225
OGN,GWL,bxr,B733,2025-04-01T05:05:18,2025-04-01T10:10:36,8735,bxr8735
OGN,DND,5X,747,2025-04-06T11:00:49,2025-04-06T22:01:38,4123,5X4123
OGN,YNC,2Q,A330,2025-04-07T12:39:54,2025-04-08T01:19:48,8423,2Q8423
MQF,WLK,BR,B753,2025-04-03T07:08:19,2025-04-03T14:16:38,5250,BR5250
MQF,LDY,YX,B789,2025-04-04T04:41:26,2025-04-04T09:22:52,6694,YX6694
MQF,LUN,JL,B738,2025-04-07T09:17:06,2025-04-07T18:34:12,9647,JL9647
MQF,SGZ,PR,A124,2025-04-05T07:13:58,2025-04-05T14:27:56,8420,PR8420
MQF,HMI,AM,MD-88,2025-04-03T03:11:29,2025-04-03T06:22:58,4609,AM4609
MQF,BYU,NH,DC-9,2025-04-06T03:38:51,2025-04-06T07:17:42,8758,NH8758
MQF,DBB,SK,DH8,2025-04-04T03:57:29,2025-04-04T07:54:58,5874,SK5874
MQF,AFS,GB,DC10,2025-04-02T01:33:32,2025-04-02T03:07:04,2740,GB2740
MQF,DBB,5X,787,2025-04-03T03:57:29,2025-04-03T07:54:58,1369,5X1369
MQF,PFJ,ER,A343,2025-04-03T05:05:56,2025-04-03T10:11:52,4056,ER4056
MQF,QPD,F9,A310,2025-04-02T12:19:17,2025-04-03T00:38:34,2901,F92901
MQF,NKW,GL,787,2025-04-07T07:48:31,2025-04-07T15:37:02,5750,GL5750
MQF,EMT,KR,B739,2025-04-05T11:41:06,2025-04-05T23:22:12,5046,KR5046
MQF,CAP,GL,MD-90,2025-04-03T12:04:27,2025-04-04T00:08:54,6496,GL6496
YYR,NIT,4O,MD-88,2025-04-01T04:49:29,2025-04-01T09:38:58,7436,4O7436
YYR,WBM,FJ,IL-96,2025-04-04T16:13:08,2025-04-05T08:26:16,8791,FJ8791
YYR,YHE,US,E190,2025-04-05T04:41:50,2025-04-05T09:23:40,4373,US4373
YYR,BOW,SE,B752,2025-04-05T03:46:21,2025-04-05T07:32:42,1272,SE1272
YYR,AUO,IB,A332,2025-04-02T03:27:19,2025-04-02T06:54:38,2700,IB2700
YYR,MNM,MU,DC-8,2025-04-06T02:27:10,2025-04-06T04:54:20,3464,MU3464
YYR,CBR,VS,MD-87,2025-04-02T19:16:25,2025-04-03T14:32:50,4076,VS4076
YYR,PCD,GB,PA-31,2025-04-06T02:51:56,2025-04-06T05:43:52,1070,GB1070
YYR,PDL,DL,L1011,2025-04-03T03:35:47,2025-04-03T07:11:34,8229,DL8229
YYR,MYC,FX,777,2025-04-07T05:29:29,2025-04-07T10:58:58,1129,FX1129
YYR,YUY,VS,E175,2025-04-07T01:36:03,2025-04-07T03:12:06,1593,VS1593
YYR,TEF,MQ,767,2025-04-05T18:44:33,2025-04-06T13:29:06,8198,MQ8198
VAG,BOW,EY,B734,2025-04-06T07:40:08,2025-04-06T15:20:16,6265,EY6265
VAG,LUN,5Y,B772,2025-04-01T08:49:03,2025-04-01T17:38:06,5812,5Y5812
VAG,HOK,TZ,AN-124,2025-04-03T17:40:35,2025-04-04T11:21:10,4989,TZ4989
VAG,PRZ,SK,764,2025-04-02T12:01:15,2025-04-03T00:02:30,5578,SK5578
VAG,KWJ,WW,B-99,2025-04-05T20:49:57,2025-04-06T17:39:54,8473,WW8473
VAG,ZMT,AB,E190,2025-04-06T13:19:14,2025-04-07T02:38:28,9118,AB9118
VAG,HKT,OO,A346,2025-04-01T18:01:18,2025-04-02T12:02:36,3316,OO3316
VAG,SNR,Y4,747,2025-04-06T10:00:04,2025-04-06T20:00:08,9603,Y49603
VAG,HYC,IB,MD-11,2025-04-04T10:29:05,2025-04-04T20:58:10,2914,IB2914
VAG,TKG,NK,B764,2025-04-02T17:46:28,2025-04-03T11:32:56,7197,NK7197
VAG,WBM,G4,757,2025-04-04T19:06:46,2025-04-05T14:13:32,3508,G43508
VAG,PDL,AY,A343,2025-04-06T07:51:24,2025-04-06T15:42:48,1360,AY1360
VAG,HOA,VX,B764,2025-04-05T10:46:12,2025-04-05T21:32:24,5104,VX5104
VAG,JVL,MQ,717,2025-04-01T09:34:05,2025-04-01T19:08:10,3833,MQ3833
VAG,PLW,GB,777,2025-04-05T19:22:35,2025-04-06T14:45:10,7520,GB7520
YYB,KYP,DH,IL-96,2025-04-03T14:23:32,2025-04-04T04:47:04,4126,DH4126
YYB,QLT,XP,MD11,2025-04-07T07:55:12,2025-04-07T15:50:24,2471,XP2471
YYB,RAR,AB,DC-9,2025-04-07T12:29:36,2025-04-08T00:59:12,2032,AB2032
YYB,MII,SE,A359,2025-04-03T09:17:49,2025-04-03T18:35:38,5785,SE5785
YYB,HBR,EI,MD-90,2025-04-02T02:21:21,2025-04-02T04:42:42,2067,EI2067
YYB,LDX,LP,B738,2025-04-03T05:51:42,2025-04-03T11:43:24,2596,LP2596
YYB,MQF,LH,A359,2025-04-01T09:21:37,2025-04-01T18:43:14,5682,LH5682
YYB,ASF,XP,L1011,2025-04-02T09:40:04,2025-04-02T19:20:08,9425,XP9425
YYB,QRC,ER,MD90,2025-04-05T10:13:26,2025-04-05T20:26:52,7863,ER7863
YYB,BMV,bxr,B712,2025-04-02T15:14:10,2025-04-03T06:28:20,5767,bxr5767
YYB,MSN,SE,A333,2025-04-07T00:58:39,2025-04-07T01:57:18,4775,SE4775
YYB,NSK,VX,B739,2025-04-06T08:04:32,2025-04-06T16:09:04,1028,VX1028
YYB,GZW,VX,A332,2025-04-05T10:50:08,2025-04-05T21:40:16,9030,VX9030
YYB,TEF,LP,B753,2025-04-03T18:55:09,2025-04-04T13:50:18,6297,LP6297
LVS,MZW,KZ,A320,2025-04-05T10:17:51,2025-04-05T20:35:42,8542,KZ8542
LVS,SLL,HX,747,2025-04-07T15:38:13,2025-04-08T07:16:26,3202,HX3202
LVS,OGD,WO,M90,2025-04-03T00:58:31,2025-04-03T01:57:02,3036,WO3036
LVS,JTY,EY,717,2025-04-06T11:59:21,2025-04-06T23:58:42,8001,EY8001
LVS,YBR,HX,AN-124,2025-04-04T01:51:48,2025-04-04T03:43:36,4883,HX4883
LVS,FAB,FI,MD11,2025-04-01T08:56:52,2025-04-01T17:53:44,5963,FI5963
LVS,FAA,FL,A320,2025-04-04T11:04:42,2025-04-04T22:09:24,4932,FL4932
LVS,BYU,KR,A321,2025-04-06T09:49:58,2025-04-06T19:39:56,1087,KR1087
LVS,BSR,XP,B742,2025-04-01T13:46:38,2025-04-02T03:33:16,6561,XP6561
LVS,MMX,RW,B789,2025-04-07T09:27:36,2025-04-07T18:55:12,1385,RW1385
TEF,FUL,BA,CRJ9,2025-04-01T15:56:09,2025-04-02T07:52:18,6720,BA6720
TEF,PDL,XJ,CRJ9,2025-04-07T18:42:50,2025-04-08T13:25:40,6220,XJ6220
TEF,ABA,NK,777,2025-04-01T10:06:36,2025-04-01T20:13:12,7038,NK7038
TEF,KCO,FI,B734,2025-04-04T13:20:05,2025-04-05T02:40:10,7588,FI7588
TEF,LAO,SY,DH8,2025-04-03T05:02:42,2025-04-03T10:05:24,5605,SY5605
TEF,WBW,UA,MD11,2025-04-06T19:36:33,2025-04-07T15:13:06,4812,UA4812
TEF,YQN,B6,IL-96,2025-04-04T18:08:40,2025-04-05T12:17:20,4114,B64114
TEF,BJI,LP,B736,2025-04-02T17:46:05,2025-04-03T11:32:10,8539,LP8539
TEF,CFC,KE,A332,2025-04-07T16:33:32,2025-04-08T09:07:04,5478,KE5478
TEF,FUL,MT,MD-80,2025-04-06T15:56:09,2025-04-07T07:52:18,7569,MT7569
TEF,LXR,BBB,A380,2025-04-03T12:29:11,2025-04-04T00:58:22,8905,BBB8905
TEF,MCK,LH,A359,2025-04-06T17:36:51,2025-04-07T11:13:42,9121,LH9121
TEF,RKD,MX,B788,2025-04-06T19:40:57,2025-04-07T15:21:54,5692,MX5692
VCE,VTN,KZ,B762,2025-04-06T09:16:40,2025-04-06T18:33:20,2865,KZ2865
VCE,YAM,NW,A319,2025-04-06T07:54:52,2025-04-06T15:49:44,8896,NW8896
